source target
PCAR 	 aobR        
PCAR 	 pobR        
PCAR 	 gecR        
PCAR 	 grtR        
PCBL 	 PHBL        
PCBL 	 LUAL        
PCBL 	 anal        
PCBL 	 R2BL        
PCBL 	 R3BR        
PCBL 	 R8AL        
PCBL 	 HOB         
PCBL 	 PCAL        
PCBL 	 PCBR        
PCBL 	 PCCL        
PCBL 	 PCCR        
PCBL 	 SPCL        
PCBL 	 PVX         
PCBL 	 PVY         
PCBL 	 PVZ         
PCBL 	 DX1         
PCBL 	 DX3         
PCBL 	 CA06        
PCBL 	 CP02        
PCBL 	 CP03        
PCBL 	 CP04        
PCBL 	 CP05        
PCBL 	 CP07        
PCBL 	 aobL        
PCBL 	 pobL        
PCBL 	 gecL        
PCBL 	 grtL        
PCBL 	 gonad       
PCBR 	 LUAL        
PCBR 	 LUAR        
PCBR 	 dBWMR24     
PCBR 	 sph         
PCBR 	 R2BR        
PCBR 	 R4BR        
PCBR 	 R7BR        
PCBR 	 R8AR        
PCBR 	 R9AR        
PCBR 	 HOA         
PCBR 	 HOB         
PCBR 	 PCAR        
PCBR 	 PCBL        
PCBR 	 PCCR        
PCBR 	 SPCR        
PCBR 	 PVV         
PCBR 	 PVX         
PCBR 	 PVY         
PCBR 	 PVZ         
PCBR 	 EF2         
PCBR 	 CA05        
PCBR 	 CA06        
PCBR 	 CP04        
PCBR 	 dglR8       
PCBR 	 aobR        
PCBR 	 pobR        
PCBR 	 gecR        
PCBR 	 grtR        
PCBR 	 gonad       
PCCL 	 R2BR        
PCCL 	 PCBL        
PCCL 	 PCCR        
PCCL 	 SPCL        
PCCL 	 SPCR        
PCCL 	 SPVR        
PCCL 	 CA05        
PCCL 	 CP05        
PCCL 	 CP06        
PCCL 	 aobL        
PCCL 	 pobL        
PCCL 	 gonad       
PCCR 	 HOB         
PCCR 	 PCBL        
PCCR 	 PCBR        
PCCR 	 PCCL        
PCCR 	 SPCR        
PCCR 	 SPVL        
PCCR 	 CA06        
PCCR 	 CP04        
PCCR 	 CP05        
PCCR 	 CP06        
PCCR 	 pobR        
PCCR 	 gonad       
SPCL 	 dBWML23     
SPCL 	 anal        
SPCL 	 R2BL        
SPCL 	 HOB         
SPCL 	 PCBL        
SPCL 	 PCCL        
SPCL 	 PVZ         
SPCL 	 DVF         
SPCL 	 DX3         
SPCL 	 CA06        
SPCL 	 CP05        
SPCL 	 CP06        
SPCL 	 dspL        
SPCL 	 vspL        
SPCL 	 gonad       
SPCR 	 LUAR        
SPCR 	 PDB         
SPCR 	 anal        
SPCR 	 R2BR        
SPCR 	 HOB         
SPCR 	 PCBR        
SPCR 	 PCCL        
SPCR 	 PCCR        
SPCR 	 SPDR        
SPCR 	 CA05        
SPCR 	 CA06        
SPCR 	 CP01        
SPCR 	 CP04        
SPCR 	 CP05        
SPCR 	 CP06        
SPCR 	 dspR        
SPCR 	 vspR        
SPCR 	 gonad       
SPDL 	 DVC         
SPDL 	 PVPL        
SPDL 	 DD06        
SPDL 	 VD12        
SPDL 	 vBWMR21     
SPDL 	 SPDR        
SPDL 	 SPVL        
SPDL 	 SPVR        
SPDL 	 PVZ         
SPDL 	 PGA         
SPDL 	 CA05        
SPDL 	 CA06        
SPDL 	 CP01        
SPDL 	 CP02        
SPDL 	 CP03        
SPDL 	 dglR1       
SPDL 	 ailL        
SPDL 	 ailR        
SPDR 	 DVC         
SPDR 	 PVNL        
SPDR 	 PVPL        
SPDR 	 DD06        
SPDR 	 vBWML20     
SPDR 	 vBWML23     
SPDR 	 vBWMR23     
SPDR 	 SPDL        
SPDR 	 SPVL        
SPDR 	 SPVR        
SPDR 	 PVZ         
SPDR 	 CP02        
SPDR 	 CP03        
SPDR 	 CP04        
SPDR 	 ailL        
SPDR 	 ailR        
SPVL 	 PVDL        
SPVL 	 AVL         
SPVL 	 PVNL        
SPVL 	 PVNR        
SPVL 	 PVPL        
SPVL 	 DD06        
SPVL 	 VD09        
SPVL 	 VD10        
SPVL 	 VD11        
SPVL 	 VD12        
SPVL 	 R9AR        
SPVL 	 SPDL        
SPVL 	 SPDR        
SPVL 	 SPVR        
SPVL 	 PVV         
SPVL 	 PVY         
SPVL 	 PVZ         
SPVL 	 CA05        
SPVR 	 PQR         
SPVR 	 DVC         
SPVR 	 PVNL        
SPVR 	 PVPL        
SPVR 	 PVWR        
SPVR 	 DD05        
SPVR 	 DD06        
SPVR 	 VD10        
SPVR 	 VD11        
SPVR 	 R8AL        
SPVR 	 SPCR        
SPVR 	 SPDL        
SPVR 	 SPDR        
SPVR 	 SPVL        
SPVR 	 PVV         
SPVR 	 PVZ         
SPVR 	 EF1         
SPVR 	 CA05        
SPVR 	 CP04        
SPVR 	 CP06        
PVV 	 PVDR        
PVV 	 AVFL        
PVV 	 AVFR        
PVV 	 AVG         
PVV 	 PVNL        
PVV 	 PVNR        
PVV 	 PVWR        
PVV 	 PVCL        
PVV 	 AVAL        
PVV 	 AVAR        
PVV 	 AVBR        
PVV 	 DD06        
PVV 	 VA12        
PVV 	 VB11        
PVV 	 VD10        
PVV 	 VD11        
PVV 	 VD12        
PVV 	 VD13        
PVV 	 vBWML22     
PVV 	 vBWMR21     
PVV 	 vBWMR23     
PVV 	 R1AL        
PVV 	 R1BR        
PVV 	 R3AL        
PVV 	 R3AR        
PVV 	 R7AL        
PVV 	 R7BL        
PVV 	 R7BR        
PVV 	 R9AR        
PVV 	 SPVL        
PVV 	 SPVR        
PVV 	 PVV         
PVV 	 PVX         
PVV 	 PVY         
PVV 	 PVZ         
PVV 	 EF2         
PVV 	 PDC         
PVV 	 CA04        
PVV 	 CP07        
PVV 	 CP08        
PVV 	 dglR3       
PVV 	 ailR        
PVX 	 PQR         
PVX 	 AVFL        
PVX 	 AVFR        
PVX 	 AVG         
PVX 	 AVAL        
PVX 	 AVAR        
PVX 	 AVBL        
PVX 	 AVBR        
PVX 	 AVDL        
PVX 	 AVDR        
PVX 	 LUAL        
PVX 	 DA04        
PVX 	 DA06        
PVX 	 DB06        
PVX 	 DB07        
PVX 	 AS08        
PVX 	 AS11        
PVX 	 DD06        
PVX 	 hyp         
PVX 	 R3AL        
PVX 	 R3BL        
PVX 	 PCAR        
PVX 	 PVY         
PVY 	 AVAL        
PVY 	 AVBR        
PVY 	 DB07        
PVY 	 DD06        
PVY 	 VB10        
PVY 	 VB11        
PVY 	 vBWML22     
PVY 	 vBWMR21     
PVY 	 PVX         
PVY 	 PVY         
PVY 	 EF3         
PVZ 	 PVDL        
PVZ 	 AVG         
PVZ 	 DD03        
PVZ 	 DD04        
PVZ 	 DD05        
PVZ 	 DD06        
PVZ 	 VA10        
PVZ 	 VA11        
PVZ 	 VA12        
PVZ 	 VB06        
PVZ 	 VB07        
PVZ 	 VD09        
PVZ 	 VD10        
PVZ 	 VD11        
PVZ 	 VD12        
PVZ 	 VD13        
PVZ 	 vBWML19     
PVZ 	 vBWML20     
PVZ 	 vBWML21     
PVZ 	 vBWML22     
PVZ 	 vBWML23     
PVZ 	 vBWMR18     
PVZ 	 vBWMR19     
PVZ 	 vBWMR20     
PVZ 	 vBWMR21     
PVZ 	 R1BR        
PVZ 	 PVV         
PVZ 	 EF2         
PVZ 	 CA05        
PVZ 	 CA06        
PVZ 	 CP01        
PVZ 	 CP03        
PVZ 	 CP04        
PVZ 	 CP05        
PVZ 	 dglL1       
PVZ 	 dglR1       
PVZ 	 dglR2       
PVZ 	 dglR3       
PVZ 	 ailL        
PVZ 	 ailR        
DVE 	 AVG         
DVE 	 AVL         
DVE 	 DVB         
DVE 	 DVC         
DVE 	 PDB         
DVE 	 HOB         
DVE 	 PCAL        
DVE 	 PCCR        
DVE 	 SPCR        
DVE 	 SPVL        
DVE 	 SPVR        
DVE 	 DVF         
DVE 	 DX3         
DVE 	 EF1         
DVE 	 EF2         
DVE 	 EF3         
DVE 	 CA06        
DVE 	 CP04        
DVE 	 CP05        
DVE 	 CP06        
DVE 	 CP07        
DVE 	 CP08        
DVE 	 vspR        
DVE 	 gonad       
DVF 	 AVG         
DVF 	 AVHL        
DVF 	 AVL         
DVF 	 DVB         
DVF 	 DVC         
DVF 	 PVPL        
DVF 	 PVQL        
DVF 	 PVQR        
DVF 	 DD04        
DVF 	 DD06        
DVF 	 VD11        
DVF 	 VD12        
DVF 	 vBWML17     
DVF 	 HOA         
DVF 	 HOB         
DVF 	 PCBL        
DVF 	 PCCL        
DVF 	 SPCL        
DVF 	 SPVL        
DVF 	 SPVR        
DVF 	 PVV         
DVF 	 PVZ         
DVF 	 DVE         
DVF 	 EF1         
DVF 	 CA05        
DVF 	 CP04        
DVF 	 CP05        
DVF 	 CP06        
DVF 	 CP07        
DVF 	 CP08        
DVF 	 CP09        
DX1 	 PHAL        
DX1 	 AVFR        
DX1 	 R9AL        
DX1 	 HOA         
DX1 	 PCAL        
DX2 	 R3BL        
DX2 	 HOA         
DX2 	 HOB         
DX2 	 PCAR        
DX2 	 PVV         
DX2 	 PVZ         
DX2 	 DX2         
DX2 	 EF1         
DX3 	 PHBL        
DX3 	 PDB         
DX3 	 R3BR        
DX3 	 R9AL        
DX3 	 HOA         
DX3 	 HOB         
DX3 	 PCAL        
DX3 	 PCCL        
DX3 	 SPCL        
DX3 	 DX1         
DX3 	 EF3         
EF1 	 RIFR        
EF1 	 AVFR        
EF1 	 AVBR        
EF1 	 DD06        
EF1 	 R2AL        
EF1 	 R9BL        
EF1 	 EF3         
EF2 	 RIFR        
EF2 	 AVFL        
EF2 	 AVFR        
EF2 	 PVQR        
EF2 	 PVCR        
EF2 	 PDB         
EF2 	 CEMVR       
EF2 	 MCMR        
EF2 	 R1BR        
EF2 	 R4BR        
EF2 	 R5BR        
EF2 	 R6BR        
EF2 	 R7BR        
EF2 	 PVV         
EF2 	 EF1         
EF2 	 EF2         
EF2 	 EF3         
EF2 	 CP04        
EF3 	 RIBR        
EF3 	 RIFR        
EF3 	 AVFR        
EF3 	 AVBR        
EF3 	 SMBVR       
EF3 	 CEMVR       
EF3 	 MCMR        
PDC 	 DA08        
PDC 	 PDA         
PDC 	 AS11        
PDC 	 PDB         
PDC 	 DD06        
PDC 	 VD12        
PDC 	 VD13        
PDC 	 dBWML21     
PDC 	 dBWML22     
PDC 	 dBWML23     
PDC 	 dBWMR24     
PDC 	 R6AL        
PDC 	 R7AL        
PDC 	 PDC         
PDC 	 PGA         
PGA 	 AVG         
PGA 	 PVNL        
PGA 	 PDB         
PGA 	 R3BR        
PGA 	 R6AR        
PGA 	 R7AR        
PGA 	 R7BL        
PGA 	 R7BR        
PGA 	 R9AL        
PGA 	 R9BL        
PGA 	 R9BR        
PGA 	 HOA         
PGA 	 PVX         
PGA 	 DVE         
PGA 	 DX3         
PGA 	 EF1         
PGA 	 EF2         
PGA 	 PGA         
PGA 	 CP01        
PGA 	 CP07        
PGA 	 CP09        
CA02 	 AVL         
CA03 	 AVL         
CA03 	 DVC         
CA03 	 DD04        
CA03 	 DD05        
CA03 	 vBWML17     
CA03 	 vBWMR20     
CA03 	 DVE         
CA03 	 DVF         
CA03 	 CA02        
CA03 	 CA05        
CA03 	 gonad       
CA04 	 hyp         
CA04 	 R2BR        
CA04 	 R4AL        
CA04 	 R4AR        
CA04 	 R6AR        
CA04 	 R7AR        
CA04 	 R7BR        
CA04 	 SPCR        
CA04 	 PVV         
CA04 	 CA05        
CA04 	 ailL        
CA05 	 AVJL        
CA05 	 AVKR        
CA05 	 DVC         
CA05 	 LUAR        
CA05 	 DD05        
CA05 	 vBWML22     
CA05 	 vBWMR18     
CA05 	 intR        
CA05 	 R4BR        
CA05 	 R7BL        
CA05 	 PCBR        
CA05 	 PCCL        
CA05 	 PCCR        
CA05 	 SPCL        
CA05 	 SPCR        
CA05 	 SPDL        
CA05 	 SPDR        
CA05 	 SPVR        
CA05 	 PVX         
CA05 	 PVZ         
CA05 	 EF2         
CA05 	 CA03        
CA05 	 CP03        
CA05 	 CP04        
CA05 	 ailL        
CA06 	 AVJL        
CA06 	 DD06        
CA06 	 PCAR        
CA06 	 PCBL        
CA06 	 PCBR        
CA06 	 PCCR        
CA06 	 SPCL        
CA06 	 SPCR        
CA06 	 PVZ         
CA06 	 CA05        
CA06 	 CP01        
CA06 	 CP02        
CA06 	 CP03        
CA06 	 CP04        
CA06 	 CP05        
CA06 	 CP06        
CA07 	 PHBL        
CA07 	 PHBR        
CA07 	 AVG         
CA07 	 AVHL        
CA07 	 AVHR        
CA07 	 AVJR        
CA07 	 LUAL        
CA07 	 hyp         
CA07 	 HOA         
CA07 	 SPVR        
CA07 	 CA04        
CA07 	 CA08        
CA08 	 AVKR        
CA08 	 DD05        
CA08 	 VA10        
CA08 	 VB10        
CA08 	 VD09        
CA08 	 VD10        
CA08 	 vBWML17     
CA08 	 vBWML20     
CA08 	 hyp         
CA08 	 EF2         
CA08 	 CA07        
CA08 	 CA08        
CA08 	 CP07        
CA08 	 gonad       
CA09 	 vBWML22     
CA09 	 vBWMR21     
CA09 	 hyp         
CA09 	 EF3         
CA09 	 CA07        
CA09 	 CA08        
CA09 	 CA09        
CA09 	 dglL2       
CP01 	 vBWMR21     
CP01 	 vBWMR23     
CP01 	 SPDL        
CP01 	 CA05        
CP01 	 CA06        
CP01 	 CP02        
CP01 	 CP03        
CP01 	 dglR1       
CP01 	 dglR2       
CP01 	 ailL        
CP01 	 ailR        
CP02 	 vBWML22     
CP02 	 vBWMR21     
CP02 	 intL        
CP02 	 PCAL        
CP02 	 SPDR        
CP02 	 DVF         
CP02 	 DX1         
CP02 	 CP01        
CP02 	 CP03        
CP02 	 CP04        
CP02 	 dglR2       
CP02 	 ailL        
CP02 	 ailR        
CP03 	 vBWML21     
CP03 	 vBWML22     
CP03 	 vBWMR21     
CP03 	 SPDR        
CP03 	 CP02        
CP03 	 CP04        
CP03 	 ailL        
CP03 	 ailR        
CP04 	 AVJL        
CP04 	 DD04        
CP04 	 DD05        
CP04 	 DD06        
CP04 	 vBWML17     
CP04 	 vBWML19     
CP04 	 vBWML20     
CP04 	 vBWML22     
CP04 	 vBWMR19     
CP04 	 vBWMR20     
CP04 	 vBWMR21     
CP04 	 vBWMR23     
CP04 	 PCCR        
CP04 	 SPCR        
CP04 	 CP02        
CP04 	 CP03        
CP04 	 CP06        
CP04 	 dglR1       
CP04 	 ailL        
CP04 	 ailR        
CP04 	 gonad       
CP05 	 AVG         
CP05 	 AVL         
CP05 	 DVB         
CP05 	 PVPL        
CP05 	 PVQR        
CP05 	 DD04        
CP05 	 vBWML22     
CP05 	 vBWMR24     
CP05 	 HOB         
CP05 	 PCBL        
CP05 	 PCCL        
CP05 	 SPCL        
CP05 	 SPCR        
CP05 	 SPVL        
CP05 	 PVZ         
CP05 	 DVE         
CP05 	 DVF         
CP05 	 EF1         
CP05 	 EF3         
CP05 	 CA03        
CP05 	 CA05        
CP05 	 CA06        
CP05 	 CP01        
CP05 	 CP04        
CP05 	 CP06        
CP05 	 CP07        
CP05 	 dglR1       
CP05 	 aobL        
CP05 	 pobL        
CP05 	 ailR        
CP05 	 vspL        
CP05 	 gonad       
CP06 	 AVL         
CP06 	 DVB         
CP06 	 vBWMR23     
CP06 	 intR        
CP06 	 HOB         
CP06 	 PCBL        
CP06 	 PCCL        
CP06 	 PCCR        
CP06 	 SPCR        
CP06 	 SPVL        
CP06 	 PVZ         
CP06 	 DVE         
CP06 	 DVF         
CP06 	 EF2         
CP06 	 EF3         
CP06 	 CA06        
CP06 	 CP01        
CP06 	 CP03        
CP06 	 CP04        
CP06 	 CP05        
CP06 	 dglR1       
CP06 	 aobL        
CP06 	 aobR        
CP06 	 pobL        
CP06 	 pobR        
CP06 	 ailL        
CP06 	 ailR        
CP06 	 vspL        
CP06 	 vspR        
CP06 	 gonad       
CP07 	 AVG         
CP07 	 DVC         
CP07 	 PVNR        
CP07 	 DA08        
CP07 	 AS11        
CP07 	 PDB         
CP07 	 R2AL        
CP07 	 R2AR        
CP07 	 R3BL        
CP07 	 R6AR        
CP07 	 R7AR        
CP07 	 R8AR        
CP07 	 R9AR        
CP07 	 PVV         
CP07 	 PVX         
CP07 	 PVZ         
CP07 	 EF1         
CP07 	 EF2         
CP07 	 EF3         
CP07 	 CP07        
CP07 	 CP09        
CP08 	 PVNL        
CP08 	 PDB         
CP08 	 R2AL        
CP08 	 R2AR        
CP08 	 R6AL        
CP08 	 R6AR        
CP08 	 R7AL        
CP08 	 R7AR        
CP08 	 PCAL        
CP08 	 PCAR        
CP08 	 PVV         
CP08 	 PVX         
CP08 	 CP09        
CP09 	 AS11        
CP09 	 PDB         
CP09 	 R3BL        
CP09 	 R3BR        
CP09 	 R6AL        
CP09 	 R6AR        
CP09 	 R7AL        
CP09 	 R7AR        
CP09 	 R7BL        
CP09 	 R8AL        
CP09 	 R9AL        
CP09 	 R9AR        
CP09 	 R9BL        
CP09 	 R9BR        
CP09 	 HOA         
CP09 	 PCAL        
CP09 	 PCBR        
CP09 	 SPDL        
CP09 	 SPVR        
CP09 	 PVV         
CP09 	 PVX         
CP09 	 DVE         
CP09 	 EF2         
CP09 	 PDC         
CP09 	 PGA         
CP09 	 CA04        
CP09 	 CP07        
CP09 	 CP08        
CP09 	 CP09        
